怎么让页面上的按钮能触发自定义动作	页面上的按钮怎么实现触发自定义动作
页面上的按钮如何做到触发自定义动作	页面上的按钮怎么实现触发自定义动作
页面上的按钮怎么实现触发自定义动作	页面上的按钮怎么实现触发自定义动作
刚刚参加面试的应聘者到了，需要去接待一下	下午有个算法工程师来面试，帮忙接待下
今天会有10位面试者，帮忙接待一下	下午有个算法工程师来面试，帮忙接待下
今天的面试时群面，帮我接待一下面试者	下午有个算法工程师来面试，帮忙接待下
面试java的同学到了	下午有个算法工程师来面试，帮忙接待下
面试者今天上午10点会到，安排一下	下午有个算法工程师来面试，帮忙接待下
今天面试的人已经到了，帮我接待一下	下午有个算法工程师来面试，帮忙接待下
今天应聘的人已经到公司，安排面试	下午有个算法工程师来面试，帮忙接待下
今天下午面试java的人到了，安排一下	下午有个算法工程师来面试，帮忙接待下
明天来面试的新人统一安排在101大会议室	下午有个算法工程师来面试，帮忙接待下
下午有个算法工程师来面试，帮忙接待下	下午有个算法工程师来面试，帮忙接待下
替我接待一下今天来面试的人	下午有个算法工程师来面试，帮忙接待下
我的生日礼物怎么领取啊	我要领生日礼物
公司对员工的生日有什么福利吗	我要领生日礼物
我下周就过生日了，公司可以提供什么福利吗	我要领生日礼物
我现在可以领我的生日礼物吗	我要领生日礼物
我生日那天公司会给我什么礼物吗	我要领生日礼物
今年我的生日公司有哪些礼物送啊	我要领生日礼物
我想查一查公司对员工的生日礼物有哪些	我要领生日礼物
我要领生日礼物	我要领生日礼物
消息服务连接有问题？	消息服务连接不上？
消息服务连接失败？	消息服务连接不上？
消息服务连不上了？	消息服务连接不上？
消息服务无法建立联系？	消息服务连接不上？
消息服务连接不成功？	消息服务连接不上？
无犯罪记录如何查询	无犯罪记录怎么查询
请我查找无犯罪记录	无犯罪记录怎么查询
如何查询无犯罪记录	无犯罪记录怎么查询
怎么看无犯罪记录	无犯罪记录怎么查询
找谁要无犯罪记录	无犯罪记录怎么查询
无犯罪记录怎么查	无犯罪记录怎么查询
查询无犯罪记录	无犯罪记录怎么查询
我要查询无犯罪记录	无犯罪记录怎么查询
异构系统表单相关问题	异构系统表单相关问题
异构系统的表单能不能作为列表和浏览按钮展示在oa里	异构系统表单相关问题
异构系统的表单可不可以在oa里显示成列表和浏览按钮	异构系统表单相关问题
我下个月就离职了，下个月的手机话费还可以报销吗	我要申请手机话费
我想报销这个月的手机话费	我要申请手机话费
我今年刚入职的可以申请手机话费吗	我要申请手机话费
我上个月和客户联系比较多，所以我想申请手机话费	我要申请手机话费
我的手机话费不够用了我要申请手机话费	我要申请手机话费
手机话费应该怎么申请啊	我要申请手机话费
我上个月手机话费花了100块可以报销吗	我要申请手机话费
我这个月的手机话费可以报销吗	我要申请手机话费
小e需要单独购买吗？	想问下，我们小e是非标功能?
小e是属于非标功能吗？	想问下，我们小e是非标功能?
小e是非标准功能吗？	想问下，我们小e是非标功能?
小e是否属于非标功能？	想问下，我们小e是非标功能?
想问下，我们小e是非标功能?	想问下，我们小e是非标功能?
你们的系统安全做得怎么样？	系统安全问题找谁
系统安全专家有哪些？	系统安全问题找谁
安全方案咨询	系统安全问题找谁
安全等级保护专家有哪些？	系统安全问题找谁
系统安全能保证吗？	系统安全问题找谁
安全测试没通过	系统安全问题找谁
安全补丁包问题找谁？	系统安全问题找谁
安全包拦截	系统安全问题找谁
你们系统的安全等级保护怎么样？	系统安全问题找谁
系统安全相关问题咨询谁？	系统安全问题找谁
安全等保相关问题找谁？	系统安全问题找谁
安全报告事宜找谁	系统安全问题找谁
安全等保措施有哪些？	系统安全问题找谁
系统安全问题找谁	系统安全问题找谁
协同区用的是文档内容元素，在后台选出了文档内容后，前台不能显示是怎么回事	移动门户问题
移动门户问题	移动门户问题
直接把整个页面放到门户菜单里是怎么设置的	移动门户问题
你们的门户元素都是文档信息吗?	移动门户问题
元素样式能随着主题切换而变化吗	移动门户问题
移动门户配好了，如果移动端要出来，还要做什么操作	移动门户问题
门户主题与元素问题	移动门户问题
门户元素字体怎么调呀	移动门户问题
门户菜单问题，菜单显示不正确	移动门户问题
门户元素无法被修改？	移动门户问题
你们门户集成主要集成什么内容?	移动门户问题
泛微门户中的元素是需要自己开发的吗?	移动门户问题
门户元素不能编辑怎么办	移动门户问题
你们有移动门户吗?	移动门户问题
老板让我改门户元素我改不了	移动门户问题
如果客户只能够看到顶部一个门户菜单，怎么解决?	移动门户问题
找一个能改门户元素的方法	移动门户问题
谁负责打印电子合同扫描件？	想要电子投标合同扫描件
这个电子合同扫描件有问题，能帮我重新扫描一份吗	想要电子投标合同扫描件
